timestamp,io_latency_ms
1765723306,0
1765723307,0
1765723308,0
1765723309,0
1765723310,0
1765723311,0
1765723312,0
1765723313,0
1765723314,0
1765723315,0
1765723316,0
1765723317,0
1765723318,0
1765723319,0
1765723320,0
1765723322,0
1765723323,0
1765723324,0
1765723325,0
1765723326,0
1765723327,0
1765723328,0
1765723329,0
1765723330,0
1765723331,0
1765723332,0
1765723333,0
1765723334,0
1765723335,0
1765723336,0
1765723337,0
1765723338,0
1765723339,0
1765723340,0
1765723341,0
1765723342,0
1765723343,0
1765723344,0
1765723345,0
1765723346,0
1765723347,0
1765723348,0
1765723349,0
1765723351,0
1765723352,0
1765723353,0
1765723354,0
1765723355,0
1765723356,0
1765723357,0
1765723358,0
1765723359,0
1765723360,0
1765723361,0
1765723362,0
1765723363,0
1765723364,0
1765723365,0
1765723366,0
1765723367,0
1765723368,0
1765723369,0
1765723370,0
1765723371,0
1765723373,0
1765723374,0
1765723375,0
1765723376,0
1765723377,0
1765723378,0
1765723379,0
1765723380,0
1765723381,0
1765723382,0
1765723383,0
1765723384,0
1765723385,0
1765723386,0
1765723387,0
1765723388,0
1765723389,0
1765723390,0
1765723391,0
1765723392,0
1765723393,0
1765723394,0
1765723395,0
1765723397,0
1765723398,0
1765723399,0
1765723400,0
1765723401,0
1765723402,0
1765723403,0
1765723404,0
1765723405,0
1765723406,0
1765723407,0
1765723408,0
1765723409,0
1765723410,0
1765723411,0
1765723412,0
1765723413,0
1765723414,0
1765723415,0
1765723416,0
1765723417,0
1765723418,0
1765723420,0
1765723421,0
1765723422,0
1765723423,0
1765723424,0
1765723425,0
1765723426,0
1765723427,0
1765723428,0
1765723429,0
1765723430,0
1765723431,0
1765723432,0
1765723433,0
1765723434,0
1765723435,0
1765723436,0
1765723437,0
1765723438,0
1765723439,0
1765723441,0
1765723442,0
1765723443,0
1765723444,0
1765723445,0
1765723446,0
1765723447,0
1765723448,0
1765723449,0
1765723450,0
1765723451,0
1765723452,0
1765723453,0
1765723454,0
1765723455,0
1765723456,0
1765723457,0
1765723458,0
1765723459,0
1765723460,0
1765723461,0
1765723462,0
1765723463,0
1765723464,0
1765723465,0
1765723466,0
1765723467,0
1765723468,0
1765723469,0
1765723470,0
1765723471,0
1765723473,0
1765723474,0
1765723475,0
1765723476,0
1765723477,0
1765723478,0
1765723479,0
1765723480,0
1765723481,0
1765723482,0
1765723483,0
1765723484,0
1765723485,0
1765723486,0
1765723487,0
1765723488,0
1765723489,0
1765723490,0
1765723491,0
1765723492,0
1765723493,0
1765723494,0
1765723495,0
1765723496,0
1765723497,0
1765723498,0
1765723499,0
1765723501,0
1765723502,0
1765723503,0
1765723504,0
1765723505,0
1765723506,0
1765723507,0
1765723508,0
1765723509,0
1765723510,0
1765723511,0
1765723512,0
1765723513,0
1765723514,0
1765723515,0
1765723516,0
1765723517,0
1765723518,0
1765723519,0
1765723520,0
1765723522,0
1765723523,0
1765723524,0
1765723525,0
1765723526,0
1765723527,0
1765723528,0
1765723529,0
1765723530,0
1765723531,0
1765723532,0
1765723533,0
1765723534,0
1765723535,0
1765723536,0
1765723537,0
1765723538,0
1765723539,0
1765723540,0
1765723541,0
1765723542,0
1765723543,0
1765723544,0
1765723545,0
1765723546,0
1765723547,0
1765723548,0
1765723549,0
1765723551,0
1765723552,0
1765723553,0
1765723554,0
1765723555,0
1765723556,0
1765723557,0
1765723558,0
1765723559,0
1765723560,0
1765723561,0
1765723562,0
1765723563,0
1765723564,0
1765723565,0
1765723566,0
1765723567,0
1765723568,0
1765723569,0
1765723570,0
1765723571,0
1765723572,0
1765723573,0
1765723575,0
1765723576,0
1765723577,0
1765723578,0
1765723579,0
1765723580,0
1765723581,0
1765723582,0
1765723583,0
1765723584,0
1765723585,0
1765723586,0
1765723587,0
1765723588,0
1765723589,0
1765723590,0
1765723591,0
1765723592,0
1765723593,0
1765723594,0
1765723596,0
1765723597,0
1765723598,0
1765723599,0
1765723600,0
1765723601,0
1765723602,0
1765723603,0
1765723604,0
1765723605,0
1765723606,0
1765723607,0
1765723608,0
1765723609,0
1765723610,0
1765723611,0
1765723612,0
1765723613,0
1765723614,0
1765723615,0
1765723616,0
1765723617,0
1765723618,0
1765723619,0
1765723620,0
1765723621,0
1765723623,0
1765723624,0
1765723625,0
1765723626,0
1765723627,0
1765723628,0
1765723629,0
1765723630,0
1765723631,0
1765723632,0
1765723633,0
1765723634,0
1765723635,0
1765723636,0
1765723637,0
1765723638,0
1765723639,0
1765723640,0
1765723641,0
1765723643,0
1765723644,0
1765723645,0
1765723646,0
1765723647,0
1765723648,0
1765723649,0
1765723650,0
1765723651,0
1765723652,0
1765723653,0
1765723654,0
1765723655,0
1765723656,0
1765723657,0
1765723658,0
1765723659,0
1765723660,0
1765723661,0
1765723662,0
1765723664,0
1765723665,0
1765723666,0
1765723667,0
1765723668,0
1765723669,0
1765723670,0
1765723671,0
1765723672,0
1765723673,0
1765723674,0
1765723675,0
1765723676,0
1765723677,0
1765723678,0
1765723679,0
1765723680,0
1765723681,0
1765723682,0
1765723684,0
1765723685,0
1765723686,0
1765723687,0
1765723688,0
1765723689,0
1765723690,0
1765723691,0
1765723692,0
1765723693,0
1765723694,0
1765723695,0
1765723696,0
1765723697,0
1765723698,0
1765723699,0
1765723700,0
1765723701,0
1765723702,0
1765723703,0
1765723704,0
1765723705,0
1765723706,0
1765723708,0
1765723709,0
1765723710,0
1765723711,0
1765723712,0
1765723713,0
1765723714,0
1765723715,0
1765723716,0
1765723717,0
1765723718,0
1765723719,0
1765723720,0
1765723721,0
1765723722,0
1765723723,0
1765723724,0
1765723725,0
1765723726,0
1765723727,0
1765723728,0
1765723729,0
1765723730,0
1765723731,0
1765723732,0
1765723733,0
1765723734,0
1765723735,0
1765723736,0
1765723738,0
1765723739,0
1765723740,0
1765723741,0
1765723742,0
1765723743,0
1765723744,0
1765723745,0
1765723746,0
1765723747,0
1765723748,0
1765723749,0
1765723750,0
1765723751,0
1765723752,0
1765723753,0
1765723754,0
1765723755,0
1765723756,0
1765723758,0
1765723759,0
1765723760,0
1765723761,0
1765723762,0
1765723763,0
1765723764,0
1765723765,0
1765723766,0
1765723767,0
1765723768,0
1765723769,0
1765723770,0
1765723771,0
1765723772,0
1765723773,0
1765723774,0
1765723775,0
1765723776,0
1765723777,0
1765723778,0
1765723779,0
1765723780,0
1765723782,0
1765723783,0
1765723784,0
1765723785,0
1765723786,0
1765723787,0
1765723788,0
1765723789,0
1765723790,0
1765723791,0
1765723792,0
1765723793,0
1765723794,0
1765723795,0
1765723796,0
1765723797,0
1765723798,0
1765723799,0
1765723800,0
1765723801,0
1765723802,0
1765723804,0
1765723805,0
1765723806,0
1765723807,0
1765723808,0
1765723809,0
1765723810,0
1765723811,0
1765723812,0
1765723813,0
1765723814,0
1765723815,0
1765723816,0
1765723817,0
1765723818,0
1765723819,0
1765723820,0
1765723821,0
1765723822,0
1765723824,0
1765723825,0
1765723826,0
1765723827,0
1765723828,0
1765723829,0
1765723830,0
1765723831,0
1765723832,0
1765723833,0
1765723834,0
1765723835,0
1765723836,0
1765723837,0
1765723838,0
1765723839,0
1765723840,0
1765723841,0
1765723842,0
1765723843,0
1765723844,0
1765723846,0
1765723847,0
1765723848,0
1765723849,0
1765723850,0
1765723851,0
1765723852,0
1765723853,0
1765723854,0
1765723855,0
1765723856,0
1765723857,0
1765723858,0
1765723859,0
1765723860,0
1765723861,0
1765723862,0
1765723863,0
1765723864,0
1765723865,0
1765723866,0
1765723867,0
1765723868,0
1765723869,0
1765723870,0
1765723871,0
1765723872,0
1765723873,0
1765723875,0
1765723876,0
1765723877,0
1765723878,0
1765723879,0
1765723880,0
1765723881,0
1765723882,0
1765723883,0
1765723884,0
1765723885,0
1765723886,0
1765723887,0
1765723888,0
1765723889,0
1765723890,0
1765723891,0
1765723892,0
1765723893,0
1765723895,0
1765723896,0
1765723897,0
1765723898,0
1765723899,0
1765723900,0
1765723901,0
1765723902,0
1765723903,0
1765723904,0
1765723905,0
1765723906,0
1765723907,0
1765723908,0
1765723909,0
1765723910,0
1765723911,0
1765723912,0
1765723913,0
1765723914,0
1765723916,0
1765723917,0
1765723918,0
1765723919,0
1765723920,0
1765723921,0
1765723922,0
1765723923,0
1765723924,0
1765723925,0
1765723926,0
1765723927,0
1765723928,0
1765723929,0
1765723930,0
1765723931,0
1765723932,0
1765723933,0
1765723934,0
1765723935,0
1765723936,0
1765723937,0
1765723938,0
1765723939,0
1765723940,0
1765723941,0
1765723942,0
1765723943,0
1765723945,0
1765723946,0
1765723947,0
1765723948,0
1765723949,0
1765723950,0
1765723951,0
1765723952,0
1765723953,0
1765723954,0
1765723955,0
1765723956,0
1765723957,0
1765723958,0
1765723959,0
1765723960,0
1765723961,0
1765723962,0
1765723963,0
1765723964,0
1765723965,0
1765723966,0
1765723967,0
1765723968,0
1765723969,0
1765723970,0
1765723972,0
1765723973,0
1765723974,0
1765723975,0
1765723976,0
1765723977,0
1765723978,0
1765723979,0
1765723980,0
1765723981,0
1765723982,0
1765723983,0
1765723984,0
1765723985,0
1765723986,0
1765723987,0
1765723988,0
1765723989,0
1765723990,0
1765723991,0
1765723993,0
1765723994,0
1765723995,0
1765723996,0
1765723997,0
1765723998,0
1765723999,0
1765724000,0
1765724001,0
1765724002,0
1765724003,0
1765724004,0
1765724005,0
1765724006,0
1765724007,0
1765724008,0
1765724009,0
1765724010,0
1765724011,0
1765724012,0
1765724013,0
1765724014,0
1765724015,0
1765724017,0
1765724018,0
1765724019,0
1765724020,0
1765724021,0
1765724022,0
1765724023,0
1765724024,0
1765724025,0
1765724026,0
1765724027,0
1765724028,0
1765724029,0
1765724030,0
1765724031,0
1765724032,0
1765724033,0
1765724034,0
1765724036,0
1765724037,0
1765724038,0
1765724039,0
1765724040,0
1765724041,0
1765724042,0
1765724043,0
1765724044,0
1765724045,0
1765724046,0
1765724047,0
1765724048,0
1765724049,0
1765724050,0
1765724051,0
1765724052,0
1765724053,0
1765724055,0
1765724056,0
1765724057,0
1765724058,0
1765724059,0
1765724060,0
1765724061,0
1765724062,0
1765724063,0
1765724064,0
1765724065,0
1765724066,0
1765724067,0
1765724068,0
1765724069,0
1765724070,0
1765724071,0
1765724072,0
1765724073,0
1765724074,0
1765724076,0
1765724077,0
1765724078,0
1765724079,0
1765724080,0
1765724081,0
1765724082,0
1765724083,0
1765724084,0
1765724085,0
1765724086,0
1765724087,0
1765724088,0
1765724089,0
1765724090,0
1765724091,0
1765724092,0
1765724093,0
1765724094,0
1765724095,0
1765724096,0
1765724097,0
1765724098,0
1765724099,0
1765724100,0
1765724102,0
1765724103,0
1765724104,0
1765724105,0
1765724106,0
1765724107,0
1765724108,0
1765724109,0
1765724110,0
1765724111,0
1765724112,0
1765724113,0
1765724114,0
1765724115,0
1765724116,0
1765724117,0
1765724118,0
1765724119,0
1765724120,0
1765724121,0
1765724122,0
1765724124,0
1765724125,0
1765724126,0
1765724127,0
1765724128,0
1765724129,0
1765724130,0
1765724131,0
1765724132,0
1765724133,0
1765724134,0
1765724135,0
1765724136,0
1765724137,0
1765724138,0
1765724139,0
1765724140,0
1765724141,0
1765724142,0
1765724143,0
1765724145,0
1765724146,0
1765724147,0
1765724148,0
1765724149,0
1765724150,0
1765724151,0
1765724152,0
1765724153,0
1765724154,0
1765724155,0
1765724156,0
1765724157,0
1765724158,0
1765724159,0
1765724160,0
1765724161,0
1765724162,0
1765724163,0
1765724164,0
1765724165,0
1765724166,0
1765724167,0
1765724168,0
1765724169,0
1765724171,0
1765724172,0
1765724173,0
1765724174,0
1765724175,0
1765724176,0
1765724177,0
1765724178,0
1765724179,0
1765724180,0
1765724181,0
1765724182,0
1765724183,0
1765724184,0
1765724185,0
1765724186,0
1765724187,0
1765724188,0
1765724189,0
1765724190,0
1765724191,0
1765724193,0
1765724194,0
1765724195,0
1765724196,0
1765724197,0
1765724198,0
1765724199,0
1765724200,0
1765724201,0
1765724202,0
1765724203,0
1765724204,0
1765724205,0
1765724206,0
1765724207,0
1765724208,0
1765724209,0
1765724210,0
1765724211,0
1765724212,0
1765724213,0
1765724214,0
1765724215,0
1765724216,0
1765724217,0
1765724219,0
1765724220,0
1765724221,0
1765724222,0
1765724223,0
1765724224,0
1765724225,0
1765724226,0
1765724227,0
1765724228,0
1765724229,0
1765724230,0
1765724231,0
1765724232,0
1765724233,0
1765724234,0
1765724235,0
1765724236,0
1765724237,0
1765724238,0
1765724239,0
1765724240,0
1765724241,0
1765724242,0
1765724244,0
1765724245,0
1765724246,0
1765724247,0
1765724248,0
1765724249,0
1765724250,0
1765724251,0
1765724252,0
1765724253,0
1765724254,0
1765724255,0
1765724256,0
1765724257,0
1765724258,0
1765724259,0
1765724260,0
1765724261,0
1765724262,0
1765724263,0
1765724264,0
1765724265,0
1765724266,0
1765724268,0
1765724269,0
1765724270,0
1765724271,0
1765724272,0
1765724273,0
1765724274,0
1765724275,0
1765724276,0
1765724277,0
1765724278,0
1765724279,0
1765724280,0
1765724281,0
1765724282,0
1765724283,0
1765724284,0
1765724285,0
1765724286,0
1765724287,0
1765724289,0
1765724290,0
1765724291,0
1765724292,0
1765724293,0
1765724294,0
1765724295,0
1765724296,0
1765724297,0
1765724298,0
1765724299,0
1765724300,0
1765724301,0
1765724302,0
1765724303,0
1765724304,0
1765724305,0
1765724306,0
1765724307,0
1765724308,0
1765724309,0
1765724310,0
1765724311,0
1765724312,0
1765724313,0
1765724315,0
1765724316,0
1765724317,0
1765724318,0
1765724319,0
1765724320,0
1765724321,0
1765724322,0
1765724323,0
1765724324,0
1765724325,0
1765724326,0
1765724327,0
1765724328,0
1765724329,0
1765724330,0
1765724331,0
1765724332,0
1765724333,0
1765724334,0
1765724335,0
1765724336,0
1765724337,0
1765724338,0
1765724339,0
1765724340,0
1765724342,0
1765724343,0
1765724344,0
1765724345,0
1765724346,0
1765724347,0
1765724348,0
1765724349,0
1765724350,0
1765724351,0
1765724352,0
1765724353,0
1765724354,0
1765724355,0
1765724356,0
1765724357,0
1765724358,0
1765724359,0
1765724360,0
1765724361,0
1765724363,0
1765724364,0
1765724365,0
1765724366,0
1765724367,0
1765724368,0
1765724369,0
1765724370,0
1765724371,0
1765724372,0
1765724373,0
1765724374,0
1765724375,0
1765724376,0
1765724377,0
1765724378,0
1765724379,0
1765724380,0
1765724381,0
1765724382,0
1765724383,0
1765724384,0
1765724385,0
1765724386,0
1765724387,0
1765724388,0
1765724389,0
1765724391,0
1765724392,0
1765724393,0
1765724394,0
1765724395,0
1765724396,0
1765724397,0
1765724398,0
1765724399,0
1765724400,0
1765724401,0
1765724402,0
1765724403,0
1765724404,0
1765724405,0
1765724406,0
1765724407,0
1765724408,0
1765724409,0
1765724410,0
1765724411,0
1765724412,0
1765724413,0
1765724414,0
1765724415,0
1765724416,0
1765724418,0
1765724419,0
1765724420,0
1765724421,0
1765724422,0
1765724423,0
1765724424,0
1765724425,0
1765724426,0
1765724427,0
1765724428,0
1765724429,0
1765724430,0
1765724431,0
1765724432,0
1765724433,0
1765724434,0
1765724435,0
1765724436,0
1765724437,0
1765724438,0
1765724439,0
1765724440,0
1765724441,0
1765724442,0
1765724443,0
1765724444,0
1765724446,0
1765724447,0
1765724448,0
1765724449,0
1765724450,0
1765724451,0
1765724452,0
1765724453,0
1765724454,0
1765724455,0
1765724456,0
1765724457,0
1765724458,0
1765724459,0
1765724460,0
1765724461,0
1765724462,0
1765724463,0
1765724465,0
1765724466,0
1765724467,0
1765724468,0
1765724469,0
1765724470,0
1765724471,0
1765724472,0
1765724473,0
1765724474,0
1765724475,0
1765724476,0
1765724477,0
1765724478,0
1765724479,0
1765724480,0
1765724481,0
1765724482,0
1765724483,0
1765724484,0
1765724485,0
1765724486,0
1765724488,0
1765724489,0
1765724490,0
1765724491,0
1765724492,0
1765724493,0
1765724494,0
1765724495,0
1765724496,0
1765724497,0
1765724498,0
1765724499,0
1765724500,0
1765724501,0
1765724502,0
1765724503,0
1765724504,0
1765724505,0
1765724506,0
1765724507,0
1765724508,0
1765724509,0
1765724510,0
1765724511,0
1765724512,0
1765724513,0
1765724514,0
1765724516,0
1765724517,0
1765724518,0
1765724519,0
1765724520,0
1765724521,0
1765724522,0
1765724523,0
1765724524,0
1765724525,0
1765724526,0
1765724527,0
1765724528,0
1765724529,0
1765724530,0
1765724531,0
1765724532,0
1765724533,0
1765724534,0
1765724535,0
1765724537,0
1765724538,0
1765724539,0
1765724540,0
1765724541,0
1765724542,0
1765724543,0
1765724544,0
1765724545,0
1765724546,0
1765724547,0
1765724548,0
1765724549,0
1765724550,0
1765724551,0
1765724552,0
1765724553,0
1765724554,0
1765724555,0
1765724556,0
1765724557,0
1765724558,0
1765724559,0
1765724560,0
1765724561,0
1765724562,0
1765724563,0
1765724565,0
1765724566,0
1765724567,0
1765724568,0
1765724569,0
1765724570,0
1765724571,0
1765724572,0
1765724573,0
1765724574,0
1765724575,0
1765724576,0
1765724577,0
1765724578,0
1765724579,0
1765724580,0
1765724581,0
1765724582,0
1765724583,0
1765724584,0
1765724585,0
1765724586,0
1765724587,0
1765724588,0
1765724589,0
1765724590,0
1765724591,0
1765724592,0
1765724593,0
1765724594,0
1765724596,0
1765724597,0
1765724598,0
1765724599,0
1765724600,0
1765724601,0
1765724602,0
1765724603,0
